time,user_load,user_power,elec_price,pv_power
Day 24 06:50,0.82,0.52,0.6,0.17
Day 24 07:00,0.95,1.0,0.5,0.23
Day 24 07:10,0.35,0.85,0.41,0.11
Day 24 07:20,0.83,0.41,0.63,0.39
Day 24 07:30,0.73,0.47,0.7,0.56
Day 24 07:40,0.21,0.36,0.54,0.47
Day 24 07:50,0.89,0.21,0.69,0.29
Day 24 08:00,0.07,0.47,0.44,0.78
Day 24 08:10,0.85,0.84,0.68,0.24
Day 24 08:20,0.79,1.0,0.46,0.4
Day 24 08:30,0.99,0.01,0.47,0.82
Day 24 08:40,0.66,0.71,0.37,0.95
Day 24 08:50,0.38,0.52,0.35,0.49
Day 24 09:00,0.37,0.1,0.67,0.83
Day 24 09:10,0.48,0.12,0.68,0.83
Day 24 09:20,0.86,0.24,0.48,0.83
Day 24 09:30,0.52,0.01,0.62,0.55
Day 24 09:40,0.49,0.94,0.34,0.45
Day 24 09:50,0.44,0.32,0.59,0.61
Day 24 10:00,0.96,0.69,0.7,0.61
Day 24 10:10,0.15,0.56,0.35,0.18
Day 24 10:20,0.91,0.16,0.5,0.81
Day 24 10:30,0.26,0.89,0.58,0.92
Day 24 10:40,0.01,0.25,0.42,0.22
Day 24 10:50,0.92,0.21,0.31,0.24
Day 24 11:00,0.46,0.43,0.51,0.44
Day 24 11:10,0.65,0.78,0.6,0.69
Day 24 11:20,0.74,0.69,0.39,0.09
Day 24 11:30,0.06,0.17,0.5,0.12
Day 24 11:40,0.43,0.66,0.53,0.98
Day 24 11:50,0.19,0.85,0.7,0.97
Day 24 12:00,0.76,0.94,0.53,0.84
Day 24 12:10,0.46,0.57,0.52,0.16
Day 24 12:20,0.11,0.45,0.48,0.05
Day 24 12:30,0.64,0.77,0.44,0.7
Day 24 12:40,0.26,0.89,0.52,0.74
Day 24 12:50,0.16,0.26,0.7,0.86
Day 24 13:00,0.43,0.5,0.49,0.47
Day 24 13:10,0.23,0.11,0.34,0.56
Day 24 13:20,0.7,0.53,0.33,0.27
Day 24 13:30,0.06,0.38,0.35,0.64
Day 24 13:40,0.96,0.99,0.46,0.09
Day 24 13:50,0.74,0.52,0.6,0.72
Day 24 14:00,0.66,0.57,0.62,0.73
Day 24 14:10,0.79,0.55,0.52,0.27
Day 24 14:20,0.3,0.67,0.35,0.77
Day 24 14:30,0.06,0.48,0.62,0.93
Day 24 14:40,0.23,0.49,0.58,0.29
Day 24 14:50,0.31,0.58,0.3,0.25
Day 24 15:00,0.37,0.1,0.45,0.82
Day 24 15:10,0.99,0.19,0.4,0.12
Day 24 15:20,0.5,0.91,0.36,0.05
Day 24 15:30,0.11,0.53,0.43,0.86
Day 24 15:40,0.81,0.08,0.49,0.47
Day 24 15:50,0.51,0.64,0.42,0.15
Day 24 16:00,0.12,0.31,0.68,0.38
Day 24 16:10,0.06,0.09,0.4,0.48
Day 24 16:20,0.21,0.6,0.42,0.2
Day 24 16:30,0.72,0.44,0.64,0.98
Day 24 16:40,0.13,0.68,0.42,0.65
Day 24 16:50,0.84,0.57,0.32,0.46
Day 24 17:00,0.5,0.78,0.68,0.22
Day 24 17:10,0.18,0.06,0.54,0.17
Day 24 17:20,0.69,0.95,0.55,0.44
Day 24 17:30,0.2,0.6,0.53,0.88
Day 24 17:40,0.4,0.72,0.4,0.45
Day 24 17:50,0.64,0.0,0.33,0.13
Day 24 18:00,0.25,0.7,0.37,0.75
Day 24 18:10,0.31,0.1,0.38,0.3
Day 24 18:20,0.87,0.47,0.49,0.81
Day 24 18:30,0.88,0.72,0.6,0.33
Day 24 18:40,0.82,0.47,0.64,0.08
Day 24 18:50,0.46,0.88,0.3,0.67
Day 24 19:00,0.67,0.64,0.59,0.9
Day 24 19:10,0.21,0.39,0.46,0.29
Day 24 19:20,0.25,0.21,0.5,0.9
Day 24 19:30,0.62,0.8,0.39,0.49
Day 24 19:40,0.37,0.27,0.39,0.08
Day 24 19:50,0.34,0.92,0.4,1.0
Day 24 20:00,0.12,0.49,0.63,0.07
Day 24 20:10,0.08,0.11,0.62,0.49
Day 24 20:20,0.92,0.81,0.61,0.04
Day 24 20:30,0.69,0.09,0.62,0.33
Day 24 20:40,0.57,0.66,0.58,0.64
Day 24 20:50,0.31,0.6,0.66,0.46
Day 24 21:00,0.11,0.22,0.58,0.13
Day 24 21:10,0.63,0.73,0.48,0.16
Day 24 21:20,0.36,0.62,0.6,0.9
Day 24 21:30,0.87,0.92,0.5,0.83
Day 24 21:40,0.78,0.36,0.51,0.06
Day 24 21:50,0.59,0.07,0.4,0.32
Day 24 22:00,0.51,0.04,0.45,0.77
Day 24 22:10,0.27,0.46,0.54,0.94
Day 24 22:20,0.45,0.61,0.54,0.65
Day 24 22:30,0.29,0.18,0.52,0.33
Day 24 22:40,0.98,0.35,0.55,0.58
Day 24 22:50,0.68,0.76,0.46,0.92
Day 24 23:00,0.64,0.27,0.51,0.15
Day 24 23:10,0.3,0.32,0.34,0.48
Day 24 23:20,0.84,0.74,0.68,0.09
Day 24 23:30,0.95,0.79,0.55,0.79
Day 24 23:40,0.85,0.97,0.34,0.06
Day 24 23:50,0.9,0.15,0.62,0.68
Day 25 00:00,0.84,0.17,0.58,0.6
Day 25 00:10,0.38,0.58,0.31,0.62
Day 25 00:20,0.5,0.08,0.51,0.68
Day 25 00:30,0.28,0.23,0.67,0.95
Day 25 00:40,0.79,0.26,0.57,0.29
Day 25 00:50,0.95,0.02,0.62,0.77
Day 25 01:00,0.01,0.42,0.66,0.84
Day 25 01:10,0.12,1.0,0.64,0.9
Day 25 01:20,0.83,0.66,0.56,0.9
Day 25 01:30,0.84,0.3,0.57,0.45
Day 25 01:40,0.52,0.87,0.39,0.24
Day 25 01:50,0.46,0.26,0.31,0.79
Day 25 02:00,0.33,0.28,0.37,0.52
Day 25 02:10,0.68,0.9,0.68,0.48
Day 25 02:20,0.53,0.77,0.43,0.31
Day 25 02:30,0.4,0.3,0.39,0.73
Day 25 02:40,0.03,0.81,0.36,0.17
Day 25 02:50,0.25,0.59,0.6,0.08
Day 25 03:00,1.0,0.62,0.68,0.99
Day 25 03:10,0.7,0.51,0.52,0.45
Day 25 03:20,0.9,0.3,0.53,0.84
Day 25 03:30,0.93,0.85,0.49,0.67
Day 25 03:40,0.54,0.14,0.35,0.1
Day 25 03:50,0.35,0.34,0.67,0.83
Day 25 04:00,0.48,0.5,0.63,0.19
Day 25 04:10,0.26,0.51,0.47,0.35
Day 25 04:20,0.01,0.19,0.44,0.99
Day 25 04:30,0.94,0.59,0.59,0.55
Day 25 04:40,0.15,0.77,0.39,0.99
Day 25 04:50,0.6,0.19,0.39,0.65
Day 25 05:00,0.17,0.1,0.63,0.25
Day 25 05:10,0.94,0.78,0.41,0.82
Day 25 05:20,0.91,0.25,0.43,0.16
Day 25 05:30,0.37,0.8,0.47,0.7
Day 25 05:40,0.63,0.57,0.39,0.23
Day 25 05:50,0.38,0.82,0.66,0.3
Day 25 06:00,0.21,0.48,0.54,0.67
Day 25 06:10,0.37,0.73,0.42,0.31
Day 25 06:20,0.72,0.31,0.38,0.69
Day 25 06:30,0.69,0.09,0.65,0.56
Day 25 06:40,0.28,0.8,0.54,0.3
Day 25 06:50,0.03,0.25,0.32,0.32
Day 25 07:00,0.59,0.06,0.67,0.65
Day 25 07:10,0.1,0.77,0.58,0.51
Day 25 07:20,0.72,0.22,0.44,0.14
Day 25 07:30,0.27,0.79,0.46,0.93
Day 25 07:40,0.36,0.12,0.5,0.26
Day 25 07:50,0.99,0.05,0.48,0.14
Day 25 08:00,0.16,0.78,0.67,0.93
Day 25 08:10,0.2,0.22,0.69,0.44
Day 25 08:20,0.55,0.47,0.54,0.02
Day 25 08:30,0.79,0.33,0.42,0.15
Day 25 08:40,0.36,0.81,0.47,0.92
Day 25 08:50,0.03,0.1,0.32,0.01
Day 25 09:00,0.9,0.39,0.35,0.87
Day 25 09:10,0.45,0.4,0.32,0.69
Day 25 09:20,0.39,0.39,0.64,0.15
Day 25 09:30,0.99,0.08,0.62,0.06
Day 25 09:40,0.16,0.11,0.36,0.03
Day 25 09:50,0.04,0.69,0.32,0.97
Day 25 10:00,0.34,0.78,0.53,0.87
Day 25 10:10,0.42,0.36,0.67,0.96
Day 25 10:20,0.79,0.09,0.48,0.97
Day 25 10:30,0.16,0.53,0.35,0.63
Day 25 10:40,0.18,0.25,0.69,0.34
Day 25 10:50,0.32,0.99,0.43,0.32
Day 25 11:00,0.7,0.55,0.38,0.42
Day 25 11:10,0.72,0.83,0.47,0.93
Day 25 11:20,0.75,0.03,0.46,0.72
Day 25 11:30,0.59,0.87,0.33,0.73
Day 25 11:40,0.68,0.16,0.68,0.27
Day 25 11:50,0.42,0.36,0.33,0.77
Day 25 12:00,0.73,0.38,0.41,0.24
Day 25 12:10,0.61,0.87,0.4,0.59
Day 25 12:20,0.67,0.78,0.33,0.88
Day 25 12:30,0.45,0.13,0.52,0.0
Day 25 12:40,0.05,0.44,0.32,0.92
Day 25 12:50,0.96,0.03,0.48,0.69
Day 25 13:00,0.23,0.19,0.59,0.24
Day 25 13:10,0.94,0.21,0.46,0.45
Day 25 13:20,0.85,0.47,0.58,0.12
Day 25 13:30,0.3,0.12,0.32,0.05
Day 25 13:40,0.14,0.78,0.35,0.59
Day 25 13:50,0.14,0.75,0.39,0.68
Day 25 14:00,0.31,0.25,0.39,0.44
Day 25 14:10,0.59,0.58,0.69,0.18
Day 25 14:20,0.38,0.91,0.44,0.82
Day 25 14:30,0.91,0.27,0.47,0.85
Day 25 14:40,0.97,0.21,0.51,0.92
Day 25 14:50,0.14,0.63,0.38,0.94
Day 25 15:00,0.0,0.79,0.57,0.63
Day 25 15:10,0.84,0.94,0.67,0.3
Day 25 15:20,0.93,0.93,0.37,0.02
Day 25 15:30,0.16,0.36,0.48,0.88
Day 25 15:40,0.93,0.2,0.33,0.78
Day 25 15:50,0.62,0.25,0.48,0.85
Day 25 16:00,0.7,0.43,0.38,0.81
Day 25 16:10,0.34,0.86,0.31,0.04
Day 25 16:20,0.73,0.7,0.32,0.27
Day 25 16:30,0.63,0.1,0.63,0.63
Day 25 16:40,0.9,0.57,0.47,0.59
Day 25 16:50,0.26,0.59,0.53,0.3
Day 25 17:00,0.84,0.71,0.42,0.23
Day 25 17:10,0.24,0.33,0.65,0.59
Day 25 17:20,0.57,0.46,0.54,0.55
Day 25 17:30,0.8,0.19,0.65,0.93
Day 25 17:40,0.11,0.42,0.44,0.78
Day 25 17:50,0.08,0.68,0.44,0.05
Day 25 18:00,0.55,0.69,0.69,0.83
Day 25 18:10,0.44,0.56,0.51,0.66
Day 25 18:20,0.73,0.05,0.54,0.26
Day 25 18:30,0.31,0.62,0.65,0.58
Day 25 18:40,0.27,0.13,0.69,0.26
Day 25 18:50,0.83,0.05,0.42,0.99
Day 25 19:00,0.65,0.78,0.47,0.4
Day 25 19:10,0.4,0.69,0.37,0.64
Day 25 19:20,0.27,0.81,0.43,0.17
Day 25 19:30,0.67,0.0,0.62,0.12
Day 25 19:40,0.68,0.57,0.56,0.75
Day 25 19:50,0.22,0.21,0.57,0.78
Day 25 20:00,0.76,0.81,0.32,0.51
Day 25 20:10,0.46,0.98,0.33,0.52
Day 25 20:20,0.67,0.7,0.5,0.92
Day 25 20:30,0.33,0.92,0.42,0.8
Day 25 20:40,0.65,0.52,0.33,0.42
Day 25 20:50,0.81,0.04,0.33,0.4
Day 25 21:00,0.85,0.88,0.41,0.07
Day 25 21:10,0.82,0.43,0.56,0.63
Day 25 21:20,0.06,0.79,0.57,0.68
Day 25 21:30,0.16,0.94,0.33,0.07
Day 25 21:40,0.86,0.83,0.45,0.41
Day 25 21:50,0.36,0.27,0.43,0.32
Day 25 22:00,0.44,0.11,0.52,0.78
Day 25 22:10,0.69,0.82,0.56,0.46
Day 25 22:20,0.42,0.83,0.62,0.8
Day 25 22:30,0.46,0.08,0.68,0.23
Day 25 22:40,0.52,0.07,0.68,0.89
Day 25 22:50,0.59,0.8,0.65,0.94
Day 25 23:00,0.46,0.58,0.55,0.17
Day 25 23:10,0.29,0.97,0.32,0.57
Day 25 23:20,0.82,0.88,0.62,0.39
Day 25 23:30,0.42,0.38,0.5,0.88
Day 25 23:40,0.53,0.14,0.51,0.14
Day 25 23:50,0.98,0.21,0.59,0.57
Day 26 00:00,0.64,0.09,0.63,0.11
Day 26 00:10,0.74,0.63,0.61,0.23
Day 26 00:20,0.24,0.94,0.69,0.41
Day 26 00:30,0.78,0.7,0.63,0.87
Day 26 00:40,0.39,0.86,0.69,0.07
Day 26 00:50,0.64,0.38,0.36,0.54
Day 26 01:00,0.82,0.52,0.68,0.46
Day 26 01:10,0.77,0.93,0.64,0.94
Day 26 01:20,0.81,0.98,0.54,0.13
Day 26 01:30,0.37,0.34,0.48,0.72
Day 26 01:40,0.33,0.94,0.33,0.28
Day 26 01:50,0.99,0.91,0.62,0.38
Day 26 02:00,0.38,0.66,0.61,0.37
Day 26 02:10,0.05,0.71,0.42,0.12
Day 26 02:20,0.94,0.79,0.57,1.0
Day 26 02:30,0.31,0.78,0.59,0.17
Day 26 02:40,0.98,0.48,0.5,0.46
Day 26 02:50,0.84,0.23,0.67,0.1
Day 26 03:00,0.83,0.05,0.54,0.28
Day 26 03:10,0.31,0.98,0.33,0.17
Day 26 03:20,0.77,0.07,0.36,0.49
Day 26 03:30,0.01,0.67,0.33,0.55
Day 26 03:40,0.47,0.72,0.59,0.19
Day 26 03:50,0.67,0.03,0.63,0.34
Day 26 04:00,0.81,0.28,0.62,0.06
Day 26 04:10,0.78,0.08,0.43,0.59
Day 26 04:20,0.5,0.94,0.47,0.02
Day 26 04:30,0.54,0.29,0.61,0.66
Day 26 04:40,0.74,0.56,0.38,0.67
Day 26 04:50,0.75,0.9,0.57,0.54
Day 26 05:00,0.52,0.06,0.33,0.7
Day 26 05:10,0.01,0.39,0.33,0.81
Day 26 05:20,0.79,0.38,0.61,0.95
Day 26 05:30,0.75,0.32,0.46,0.87
Day 26 05:40,0.49,0.06,0.54,0.07
Day 26 05:50,0.29,0.06,0.7,0.16
Day 26 06:00,0.4,0.47,0.42,0.72
Day 26 06:10,0.35,0.25,0.53,0.53
Day 26 06:20,0.93,0.96,0.61,0.68
Day 26 06:30,0.85,0.27,0.32,0.79
Day 26 06:40,0.78,0.08,0.61,0.0
Day 26 06:50,0.12,0.81,0.46,0.85
Day 26 07:00,0.61,0.57,0.41,0.78
Day 26 07:10,0.86,0.85,0.64,0.39
Day 26 07:20,0.42,0.61,0.54,0.51
Day 26 07:30,0.23,0.87,0.62,0.36
Day 26 07:40,0.85,0.03,0.68,0.79
Day 26 07:50,0.88,0.37,0.61,0.55
Day 26 08:00,0.15,0.48,0.39,0.77
Day 26 08:10,0.32,0.3,0.62,0.75
Day 26 08:20,0.99,0.02,0.39,0.55
Day 26 08:30,0.35,0.38,0.31,0.76
Day 26 08:40,0.74,0.56,0.47,0.59
Day 26 08:50,0.19,0.55,0.57,0.08
Day 26 09:00,0.06,0.97,0.65,0.83
Day 26 09:10,0.26,0.22,0.46,0.64
Day 26 09:20,0.1,0.96,0.55,0.89
Day 26 09:30,0.73,0.45,0.58,0.79
Day 26 09:40,0.69,0.15,0.41,0.02
Day 26 09:50,0.34,0.72,0.48,0.74
Day 26 10:00,0.99,0.04,0.69,0.36
Day 26 10:10,0.5,0.87,0.57,0.72
Day 26 10:20,0.58,0.4,0.38,0.45
Day 26 10:30,0.6,0.17,0.31,0.22
Day 26 10:40,0.74,0.89,0.52,0.52
Day 26 10:50,0.18,0.58,0.33,0.29
Day 26 11:00,0.11,0.16,0.62,0.4
Day 26 11:10,0.5,0.81,0.41,0.44
Day 26 11:20,0.82,0.22,0.67,0.7
Day 26 11:30,0.28,0.84,0.44,0.87
Day 26 11:40,0.41,0.17,0.7,0.57
Day 26 11:50,0.07,0.79,0.57,0.33
Day 26 12:00,0.53,0.05,0.37,0.57
Day 26 12:10,0.74,0.98,0.62,0.2
Day 26 12:20,0.71,0.27,0.56,0.77
Day 26 12:30,0.33,0.35,0.67,0.73
Day 26 12:40,0.03,0.03,0.38,0.67
Day 26 12:50,0.3,0.01,0.47,0.97
Day 26 13:00,0.52,0.13,0.39,0.82
Day 26 13:10,0.52,0.24,0.46,0.58
Day 26 13:20,0.65,0.01,0.48,0.44
Day 26 13:30,0.25,0.31,0.47,0.09
Day 26 13:40,0.17,0.84,0.66,0.55
Day 26 13:50,0.77,0.16,0.44,0.48
Day 26 14:00,0.2,0.58,0.48,0.6
Day 26 14:10,0.82,0.58,0.33,0.94
Day 26 14:20,0.18,0.85,0.44,0.1
Day 26 14:30,0.14,0.19,0.41,0.56
Day 26 14:40,0.53,0.7,0.39,0.11
Day 26 14:50,0.7,0.39,0.7,0.94
Day 26 15:00,0.72,0.78,0.38,0.32
Day 26 15:10,0.72,0.34,0.6,0.53
Day 26 15:20,0.37,0.86,0.36,0.43
Day 26 15:30,0.63,0.51,0.6,0.04
Day 26 15:40,0.44,0.73,0.6,0.6
Day 26 15:50,0.7,0.72,0.6,0.27
Day 26 16:00,0.95,0.34,0.59,0.83
Day 26 16:10,0.94,0.03,0.35,0.82
Day 26 16:20,0.23,0.04,0.34,0.74
Day 26 16:30,0.5,0.2,0.52,0.02
Day 26 16:40,0.74,0.67,0.59,0.66
Day 26 16:50,0.16,0.79,0.38,0.12
Day 26 17:00,0.13,0.27,0.35,0.09
Day 26 17:10,0.1,0.99,0.49,0.61
Day 26 17:20,0.49,0.34,0.44,0.32
Day 26 17:30,0.56,0.47,0.67,0.32
Day 26 17:40,0.16,1.0,0.66,1.0
Day 26 17:50,0.46,0.74,0.6,0.11
Day 26 18:00,0.46,0.37,0.31,0.51
Day 26 18:10,0.85,0.06,0.55,0.47
Day 26 18:20,0.43,0.01,0.46,0.74
Day 26 18:30,0.13,0.78,0.44,0.44
Day 26 18:40,0.95,0.57,0.66,0.07
Day 26 18:50,0.97,0.48,0.33,0.47
Day 26 19:00,0.62,0.76,0.66,0.77
Day 26 19:10,0.58,0.92,0.66,0.46
Day 26 19:20,0.44,0.24,0.39,0.41
Day 26 19:30,0.46,0.02,0.54,0.15
Day 26 19:40,0.95,0.2,0.68,0.02
Day 26 19:50,0.62,0.84,0.51,0.62
Day 26 20:00,0.19,0.78,0.52,0.48
Day 26 20:10,0.2,0.51,0.38,0.6
Day 26 20:20,0.74,0.46,0.61,0.5
Day 26 20:30,0.32,0.29,0.39,0.69
Day 26 20:40,0.8,0.8,0.36,0.27
Day 26 20:50,0.12,0.57,0.49,0.8
Day 26 21:00,0.8,0.44,0.62,0.62
Day 26 21:10,0.62,0.24,0.57,0.69
Day 26 21:20,0.54,0.63,0.63,0.52
Day 26 21:30,0.3,0.37,0.42,0.74
Day 26 21:40,0.98,0.06,0.3,0.87
Day 26 21:50,0.25,0.17,0.46,0.38
Day 26 22:00,0.72,0.28,0.42,0.71
Day 26 22:10,0.7,0.32,0.51,0.62
Day 26 22:20,0.27,0.69,0.64,0.47
Day 26 22:30,0.62,0.48,0.32,0.74
Day 26 22:40,0.43,0.69,0.59,0.22
Day 26 22:50,0.42,0.15,0.58,0.18
Day 26 23:00,0.17,0.34,0.37,0.64
Day 26 23:10,0.69,0.14,0.37,0.09
Day 26 23:20,0.83,0.04,0.59,0.93
Day 26 23:30,0.86,0.26,0.33,0.77
Day 26 23:40,0.58,0.48,0.55,0.37
Day 26 23:50,0.98,0.17,0.32,0.64
Day 27 00:00,0.77,0.92,0.64,0.03
Day 27 00:10,0.7,0.66,0.6,0.47
Day 27 00:20,0.65,0.35,0.39,0.23
Day 27 00:30,0.65,0.6,0.6,0.54
Day 27 00:40,0.06,0.24,0.65,0.17
Day 27 00:50,0.84,0.29,0.32,0.43
Day 27 01:00,0.84,0.91,0.58,0.25
Day 27 01:10,0.53,0.53,0.36,0.45
Day 27 01:20,0.07,0.1,0.31,0.27
Day 27 01:30,0.76,0.11,0.43,0.66
Day 27 01:40,0.81,0.77,0.64,0.13
Day 27 01:50,0.83,0.75,0.45,0.37
Day 27 02:00,0.03,0.25,0.6,0.83
Day 27 02:10,0.59,0.52,0.32,0.57
Day 27 02:20,0.77,0.09,0.52,0.81
Day 27 02:30,0.9,0.59,0.33,0.18
Day 27 02:40,0.4,0.11,0.48,0.1
Day 27 02:50,0.93,0.66,0.36,0.13
Day 27 03:00,0.52,0.53,0.47,0.04
Day 27 03:10,0.93,0.64,0.42,0.02
Day 27 03:20,0.66,0.01,0.63,0.94
Day 27 03:30,0.72,0.75,0.3,0.32
Day 27 03:40,0.86,0.03,0.46,0.35
Day 27 03:50,0.36,0.86,0.55,0.77
Day 27 04:00,0.73,0.35,0.46,0.76
Day 27 04:10,0.92,0.2,0.38,0.5
Day 27 04:20,0.66,0.8,0.37,0.58
Day 27 04:30,0.53,0.32,0.42,0.66
Day 27 04:40,0.85,0.5,0.44,0.59
Day 27 04:50,0.11,0.87,0.38,0.85
Day 27 05:00,0.21,0.14,0.58,0.54
Day 27 05:10,0.2,0.33,0.47,0.71
Day 27 05:20,0.52,0.08,0.38,0.13
Day 27 05:30,0.18,0.22,0.37,0.95
Day 27 05:40,0.33,0.81,0.48,0.86
Day 27 05:50,0.56,0.44,0.46,0.34
Day 27 06:00,0.38,0.6,0.64,0.97
Day 27 06:10,0.81,0.54,0.58,0.04
Day 27 06:20,0.21,0.77,0.43,0.45
Day 27 06:30,0.14,0.07,0.68,0.3
Day 27 06:40,0.82,0.75,0.49,0.97
Day 27 06:50,0.51,0.55,0.68,0.09
Day 27 07:00,0.82,0.59,0.55,0.87
Day 27 07:10,0.28,0.17,0.54,0.45
Day 27 07:20,0.53,0.14,0.55,0.91
Day 27 07:30,0.48,0.24,0.48,0.24
Day 27 07:40,0.31,0.39,0.66,0.91
Day 27 07:50,0.1,0.3,0.58,0.38
Day 27 08:00,0.91,0.2,0.3,0.12
Day 27 08:10,0.75,0.35,0.53,0.65
Day 27 08:20,0.4,0.14,0.33,0.44
Day 27 08:30,0.35,0.17,0.43,0.64
Day 27 08:40,0.17,0.46,0.39,0.21
Day 27 08:50,0.52,0.91,0.64,0.54
Day 27 09:00,0.91,0.12,0.66,0.99
Day 27 09:10,0.37,0.26,0.6,0.83
Day 27 09:20,0.8,0.98,0.61,0.77
Day 27 09:30,0.67,0.96,0.58,0.33
Day 27 09:40,0.97,0.69,0.37,0.6
Day 27 09:50,0.75,0.58,0.34,0.16
Day 27 10:00,0.85,0.24,0.36,0.33
Day 27 10:10,0.5,0.98,0.43,0.63
Day 27 10:20,0.67,0.97,0.45,0.03
Day 27 10:30,0.63,0.81,0.63,0.16
Day 27 10:40,0.05,0.15,0.59,0.43
Day 27 10:50,0.64,0.55,0.5,0.8
Day 27 11:00,0.09,0.86,0.69,0.9
Day 27 11:10,0.33,0.55,0.66,0.9
Day 27 11:20,0.87,0.72,0.38,0.98
Day 27 11:30,0.19,0.8,0.64,0.2
Day 27 11:40,0.32,0.37,0.55,0.47
Day 27 11:50,0.12,0.44,0.56,0.48
Day 27 12:00,0.77,0.94,0.52,0.23
Day 27 12:10,0.7,0.2,0.47,0.09
Day 27 12:20,0.56,0.27,0.49,0.09
Day 27 12:30,0.14,0.11,0.31,0.23
Day 27 12:40,0.55,0.19,0.64,0.37
Day 27 12:50,0.44,0.04,0.36,0.77
Day 27 13:00,0.26,0.72,0.62,0.18
Day 27 13:10,0.54,0.05,0.54,0.81
Day 27 13:20,0.06,0.31,0.52,0.55
Day 27 13:30,0.56,0.23,0.53,0.29
Day 27 13:40,0.95,0.45,0.58,0.02
Day 27 13:50,0.04,0.99,0.42,0.88
Day 27 14:00,0.54,0.09,0.67,0.19
Day 27 14:10,0.5,0.28,0.46,0.6
Day 27 14:20,0.16,0.41,0.31,0.65
Day 27 14:30,0.27,0.7,0.38,0.71
Day 27 14:40,0.51,0.06,0.62,0.5
Day 27 14:50,0.72,0.62,0.52,0.98
Day 27 15:00,0.55,0.92,0.52,0.02
Day 27 15:10,0.45,0.63,0.59,0.66
Day 27 15:20,0.37,0.92,0.55,0.36
Day 27 15:30,0.76,0.01,0.48,0.68
Day 27 15:40,0.25,0.57,0.67,0.76
Day 27 15:50,0.66,0.47,0.31,0.83
Day 27 16:00,0.46,0.3,0.49,0.27
Day 27 16:10,0.55,0.44,0.39,0.04
Day 27 16:20,0.93,0.47,0.43,0.87
Day 27 16:30,0.67,0.15,0.56,0.65
Day 27 16:40,0.78,0.3,0.58,0.76
Day 27 16:50,0.68,0.47,0.64,0.45
Day 27 17:00,0.93,0.39,0.33,0.1
Day 27 17:10,0.99,0.48,0.32,0.81
Day 27 17:20,0.64,0.36,0.52,0.13
Day 27 17:30,0.05,0.09,0.6,0.26
Day 27 17:40,0.88,0.75,0.39,0.75
Day 27 17:50,0.45,0.85,0.65,0.2
Day 27 18:00,0.01,0.24,0.35,0.65
Day 27 18:10,0.19,0.81,0.51,0.54
Day 27 18:20,0.3,0.2,0.7,0.53
Day 27 18:30,0.58,0.5,0.39,0.9
Day 27 18:40,0.3,0.69,0.5,0.02
Day 27 18:50,0.99,0.78,0.62,0.45
Day 27 19:00,0.17,0.81,0.56,0.18
Day 27 19:10,0.1,0.71,0.36,0.71
Day 27 19:20,0.6,0.38,0.63,0.21
Day 27 19:30,0.44,0.86,0.65,0.19
Day 27 19:40,0.62,0.74,0.54,0.85
Day 27 19:50,0.29,0.35,0.49,0.76
Day 27 20:00,0.19,0.75,0.31,0.95
Day 27 20:10,0.38,0.42,0.41,0.83
Day 27 20:20,0.47,0.86,0.68,0.2
Day 27 20:30,0.09,0.42,0.47,0.46
Day 27 20:40,0.25,0.01,0.36,0.07
Day 27 20:50,0.64,0.75,0.44,0.88
Day 27 21:00,0.28,0.16,0.63,0.58
Day 27 21:10,0.39,0.51,0.67,0.08
Day 27 21:20,0.04,0.07,0.39,0.58
Day 27 21:30,0.45,0.84,0.35,0.17
Day 27 21:40,0.61,0.36,0.7,0.1
Day 27 21:50,0.99,0.17,0.45,0.21
Day 27 22:00,0.54,0.67,0.4,0.31
Day 27 22:10,0.6,0.41,0.48,0.83
Day 27 22:20,0.34,0.46,0.59,0.83
Day 27 22:30,0.47,0.43,0.7,0.95
Day 27 22:40,0.33,0.75,0.31,0.36
Day 27 22:50,0.53,0.49,0.53,0.47
Day 27 23:00,0.46,0.58,0.62,0.99
Day 27 23:10,0.74,0.46,0.67,0.43
Day 27 23:20,0.56,0.6,0.46,0.24
Day 27 23:30,0.5,0.94,0.49,0.09
Day 27 23:40,0.42,0.59,0.51,0.15
Day 27 23:50,0.47,0.44,0.31,0.27
Day 28 00:00,0.14,0.82,0.52,0.18
Day 28 00:10,0.77,0.83,0.49,0.52
Day 28 00:20,0.21,0.27,0.66,0.88
Day 28 00:30,0.8,0.12,0.62,0.78
Day 28 00:40,0.19,0.74,0.36,0.67
Day 28 00:50,0.98,0.01,0.41,0.85
Day 28 01:00,0.55,0.24,0.4,0.16
Day 28 01:10,0.58,0.48,0.36,0.07
Day 28 01:20,0.16,0.72,0.31,0.18
Day 28 01:30,0.36,0.33,0.43,0.49
Day 28 01:40,0.28,0.65,0.43,0.64
Day 28 01:50,0.18,0.21,0.62,0.59
Day 28 02:00,0.51,0.88,0.38,0.0
Day 28 02:10,0.12,0.06,0.36,0.1
Day 28 02:20,0.51,0.66,0.6,0.45
Day 28 02:30,0.74,0.18,0.55,0.28
Day 28 02:40,0.91,0.69,0.39,0.32
Day 28 02:50,0.02,0.03,0.51,0.82
Day 28 03:00,0.08,0.83,0.41,0.18
Day 28 03:10,0.3,0.58,0.58,0.47
Day 28 03:20,1.0,0.68,0.45,0.84
Day 28 03:30,0.73,0.02,0.31,0.91
Day 28 03:40,0.07,0.67,0.31,0.03
Day 28 03:50,0.13,0.82,0.53,0.65
